test_type,framework,language,platform,webserver,database,classification,total_requests,scale_factor,throughput,latency_avg_ms,latency_std_ms,latency_max_ms,connections,threads,latency_p50,latency_p75,latency_p90,latency_p99,requests_sec,transfer_sec,total_tcp_sockets,read_errors,write_errors,timeout_requests,benchmarktime,buildtime,dbstarttime,readytime,verifytime,totaltime,total_errors,error_rate,efficiency,system_load
db,viz-pg,rust,rust,hyper,postgres,fullstack,13218033,256,826127.06,0.25399,0.0897,2.57,256,56,0.241,0.302,0.374,0.527,875362.71,126.71,69,0,0,0,499,50,3,1,543,603,0,0,585077.8933353164,High
db,viz-pg,rust,rust,hyper,postgres,fullstack,19092262,512,1272817.47,0.39676,0.12168999999999999,2.56,512,56,0.388,0.46,0.55,0.748,1264426.23,183.02,69,0,0,0,499,50,3,1,543,603,0,0,860954.1998674225,Very High
query,viz-pg,rust,rust,hyper,postgres,fullstack,18572983,1,1238198.87,0.40808,0.12712,3.22,512,56,0.398,0.478,0.564,0.775,1230031.7,180.39,69,0,0,0,499,50,3,1,543,603,0,0,682564.2598840158,Very Low
query,viz-pg,rust,rust,hyper,postgres,fullstack,5243540,5,327721.25,1.44,0.5246799999999999,7.64,512,56,1.38,1.8,2.15,2.81,347259.89,93.35,69,0,0,0,499,50,3,1,543,603,0,0,72185.2973568282,Low
query,viz-pg,rust,rust,hyper,postgres,fullstack,2633381,10,175558.73,2.88,1.01,9.74,512,56,2.77,3.46,4.2,5.67,174395.26,73.31,69,0,0,0,499,50,3,1,543,603,0,0,27822.30269413629,Medium
query,viz-pg,rust,rust,hyper,postgres,fullstack,1779767,15,118651.13,4.26,1.51,11.51,512,56,4.33,5.23,6.13,7.89,117866.77,67.41,69,0,0,0,499,50,3,1,543,603,0,0,15047.70196575777,High
query,viz-pg,rust,rust,hyper,postgres,fullstack,1341357,20,89423.8,5.66,1.86,16.33,512,56,5.56,6.93,7.9,10.85,88835.11,64.27,69,0,0,0,499,50,3,1,543,603,0,0,8133.133242382903,Very High
fortune,viz-pg,rust,rust,hyper,postgres,fullstack,180297,16,12019.8,1.32,0.1953,2.13,16,16,1.34,1.45,1.55,1.73,11941.82,15.52,69,0,0,0,499,50,3,1,543,603,0,0,6967.999999999999,Very Low
fortune,viz-pg,rust,rust,hyper,postgres,fullstack,374074,32,24938.27,1.28,0.23367,2.31,32,32,1.29,1.43,1.57,1.79,24771.8,32.2,69,0,0,0,499,50,3,1,543,603,0,0,13893.186629526463,Low
fortune,viz-pg,rust,rust,hyper,postgres,fullstack,749471,64,49964.73,1.12,0.28229000000000004,2.37,64,56,1.12,1.31,1.48,1.78,49631.77,64.51,69,0,0,0,499,50,3,1,543,603,0,0,28633.083094555874,Medium Low
fortune,viz-pg,rust,rust,hyper,postgres,fullstack,7041157,128,469410.47,0.24176,0.12803,3.02,128,56,0.196,0.305,0.41,0.713,466317.29,606.15,69,0,0,0,499,50,3,1,543,603,0,0,287826.49244579615,Medium
fortune,viz-pg,rust,rust,hyper,postgres,fullstack,11946301,256,796420.07,0.28092,0.09466,1.98,256,56,0.268,0.335,0.407,0.558,791170.23,1024,69,0,0,0,499,50,3,1,543,603,0,0,704509.7305521646,High
fortune,viz-pg,rust,rust,hyper,postgres,fullstack,16041911,512,1002619.44,0.47292,0.15255000000000002,3.73,512,56,0.456,0.559,0.67,0.91,1062417.05,1382.4,69,0,0,0,499,50,3,1,543,603,0,0,477106.12621701095,Very High
update,ubiquity-swoole,php,swoole,none,postgres,fullstack,4805351,1,320356.73,1.84,2.54,56.32,512,56,1.44,2.09,2.98,9.82,318244.52,64.54,211,0,0,0,732,94,2,1,783,887,0,0,11016.393741403026,Very Low
update,ubiquity-swoole,php,swoole,none,postgres,fullstack,1771933,5,110745.81,4.44,2.61,29.81,512,56,3.88,5.77,7.79,13.44,117351.85,47.04,211,0,0,0,732,94,2,1,783,887,0,0,6466.908613138686,Low
update,ubiquity-swoole,php,swoole,none,postgres,fullstack,998377,10,66558.47,7.86,4.54,41.35,512,56,6.95,10.25,13.68,23.23,66166.89,42.83,211,0,0,0,732,94,2,1,783,887,0,0,2705.079048973786,Medium
update,ubiquity-swoole,php,swoole,none,postgres,fullstack,693428,15,46228.53,11.3,6.41,57.58,512,56,10.05,14.84,18.98,32.87,45964.55,41.07,211,0,0,0,732,94,2,1,783,887,0,0,1342.29181184669,High
update,ubiquity-swoole,php,swoole,none,postgres,fullstack,530965,20,35397.67,14.81,8.6,74.04,512,56,13.06,18.92,26.21,43.27,35184.76,40.14,211,0,0,0,732,94,2,1,783,887,0,0,796.79617332583,Very High
db,ubiquity-swoole,php,swoole,none,postgres,fullstack,162144,16,10134,1.48,0.42041,4.46,16,16,1.41,1.56,1.83,3.29,10803.93,1.97,211,0,0,0,732,94,2,1,783,887,0,0,3412.1212121212125,Very Low
db,ubiquity-swoole,php,swoole,none,postgres,fullstack,338817,32,22587.8,1.41,0.23507,2.65,32,32,1.41,1.56,1.7,2,22437.12,4.08,211,0,0,0,732,94,2,1,783,887,0,0,11126.995073891627,Low
db,ubiquity-swoole,php,swoole,none,postgres,fullstack,597469,64,39831.27,1.41,0.43873,4.82,64,56,1.35,1.58,1.84,3.29,39567.52,7.2,211,0,0,0,732,94,2,1,783,887,0,0,12786.924558587478,Medium Low
db,ubiquity-swoole,php,swoole,none,postgres,fullstack,1391703,128,92780.2,1.24,0.66415,7.81,128,56,1.08,1.44,2.01,3.81,92163.11,16.77,211,0,0,0,732,94,2,1,783,887,0,0,20503.911602209948,Medium
db,ubiquity-swoole,php,swoole,none,postgres,fullstack,8073316,256,538221.07,0.43425,0.27446,5.54,256,56,0.351,0.519,0.764,1.47,534675.92,97.28,211,0,0,0,732,94,2,1,783,887,0,0,180180.2971084236,High
db,ubiquity-swoole,php,swoole,none,postgres,fullstack,9529972,512,635331.47,0.82639,0.48889,6.79,512,56,0.72,1.06,1.46,2.49,631150.26,114.83,211,0,0,0,732,94,2,1,783,887,0,0,166832.70420763642,Very High
query,ubiquity-swoole,php,swoole,none,postgres,fullstack,9346066,1,623071.07,0.83587,0.47019,8.99,512,56,0.754,1.07,1.43,2.4,618968.99,113.79,211,0,0,0,732,94,2,1,783,887,0,0,126822.57550730875,Very Low
query,ubiquity-swoole,php,swoole,none,postgres,fullstack,2624629,5,174975.27,2.99,1.77,17.92,512,56,2.72,3.9,5.21,8.87,173813.82,53.19,211,0,0,0,732,94,2,1,783,887,0,0,16736.037302725963,Low
query,ubiquity-swoole,php,swoole,none,postgres,fullstack,1367983,10,85498.94,5.71,3.14,29.32,512,56,5.15,7.09,9.88,16.37,90657.14,41.48,211,0,0,0,732,94,2,1,783,887,0,0,4881.469597487868,Medium
query,ubiquity-swoole,php,swoole,none,postgres,fullstack,930683,15,62045.53,8.49,5.04,50.01,512,56,7.71,10.69,15.23,25.38,61705,37.58,211,0,0,0,732,94,2,1,783,887,0,0,2121.214700854701,High
query,ubiquity-swoole,php,swoole,none,postgres,fullstack,706980,20,47132,11.16,6.57,63.08,512,56,9.9,14.21,19.5,33.52,46868.42,35.64,211,0,0,0,732,94,2,1,783,887,0,0,1269.7198275862067,Very High
fortune,ubiquity-swoole,php,swoole,none,postgres,fullstack,165173,16,11011.53,1.45,0.21749000000000002,4.24,16,16,1.45,1.58,1.71,2.01,10938.43,14.73,211,0,0,0,732,94,2,1,783,887,0,0,3870.485061511424,Very Low
fortune,ubiquity-swoole,php,swoole,none,postgres,fullstack,322103,32,21473.53,1.48,0.28913,4.68,32,32,1.47,1.64,1.84,2.23,21330.17,28.72,211,5,0,0,732,94,2,1,783,887,5,1.552298488371732e-5,6971.817099583899,Low
fortune,ubiquity-swoole,php,swoole,none,postgres,fullstack,531948,64,35463.2,1.6,0.6269,7.74,64,56,1.49,1.73,2.06,4.59,35225.65,47.43,211,4,0,0,732,94,2,1,783,887,4,7.519531984329296e-6,7593.775874375447,Medium Low
fortune,ubiquity-swoole,php,swoole,none,postgres,fullstack,1534770,128,102318,1.12,0.62063,7.9,128,56,0.99,1.33,1.79,3.6,101636.09,136.86,211,4,0,0,732,94,2,1,783,887,4,2.606253705766988e-6,22686.858832224687,Medium
fortune,ubiquity-swoole,php,swoole,none,postgres,fullstack,5060222,256,337348.13,0.6910599999999999,0.4446,6.34,256,56,0.543,0.86,1.24,2.31,335103.85,451.25,211,15,0,0,732,94,2,1,783,887,15,2.964296823340952e-6,95959.11000617544,High
fortune,ubiquity-swoole,php,swoole,none,postgres,fullstack,6033519,512,402234.6,1.31,0.7926,9.55,512,56,1.15,1.69,2.33,3.96,399579.98,538.07,211,12,0,0,732,94,2,1,783,887,12,1.9888890712037203e-6,74076.20626151013,Very High
update,chi,go,none,none,mysql,micro,1250808,1,83387.2,23.8,79.09,728.26,512,56,4.72,9.06,43.78,522.53,82891.62,12.24,15,0,0,0,732,14,11,0,786,819,0,0,221.75677472542083,Very Low
update,chi,go,none,none,mysql,micro,267476,5,17831.73,71.68,180.71,1260,512,56,23.14,31.78,104.37,1070,17714.37,4.78,15,0,0,0,732,14,11,0,786,819,0,0,26.780803195962996,Low
update,chi,go,none,none,mysql,micro,146322,10,9754.8,54.62,28.91,195.46,512,56,45.37,52.44,103.7,159.55,9698.25,4.09,15,0,0,0,732,14,11,0,786,819,0,0,78.01343570057581,Medium
update,chi,go,none,none,mysql,micro,89868,15,5991.2,133.09,220.48,1630,512,56,66.64,83.17,178.6,1280,5953.08,3.41,15,0,0,0,732,14,11,0,786,819,0,0,6.796249766035766,High
update,chi,go,none,none,mysql,micro,74701,20,4668.81,106.12,56.51,519.86,512,56,88.36,98.66,168,384.79,4947.62,3.58,15,0,0,0,732,14,11,0,786,819,0,0,14.916802453752517,Very High
db,chi,go,none,none,mysql,micro,170903,16,11393.53,1.41,0.33684,5.62,16,16,1.37,1.5,1.65,3.03,11384.27,1.66,15,0,0,0,732,14,11,0,786,819,0,0,3241.4025604551925,Very Low
db,chi,go,none,none,mysql,micro,344146,32,22943.07,1.42,0.57909,7.34,32,32,1.29,1.51,2.02,3.68,22791.08,3.32,15,0,0,0,732,14,11,0,786,819,0,0,5238.143835616438,Low
db,chi,go,none,none,mysql,micro,499827,64,33321.8,1.7,0.9,8.24,64,56,1.36,2.33,2.92,4.49,33098.79,4.82,15,0,0,0,732,14,11,0,786,819,0,0,6704.587525150906,Medium Low
db,chi,go,none,none,mysql,micro,923024,128,61534.93,1.84,1,10.99,128,56,1.74,2.45,3.11,4.92,61122.63,8.91,15,0,0,0,732,14,11,0,786,819,0,0,9592.350740452066,Medium
db,chi,go,none,none,mysql,micro,2436324,256,152270.25,1.48,1.17,12.15,256,56,1.13,2.09,3.21,4.95,161354.74,23.51,15,0,0,0,732,14,11,0,786,819,0,0,22343.396918561997,High
db,chi,go,none,none,mysql,micro,3127582,512,208505.47,3.05,3.08,43.67,512,56,2.29,4.66,7.28,12.8,207127.58,30.18,15,0,0,0,732,14,11,0,786,819,0,0,8925.74785958904,Very High
query,chi,go,none,none,mysql,micro,2957430,1,197162,3.19,3.17,37.03,512,56,2.36,4.9,7.54,13.34,195861.87,28.91,15,0,0,0,732,14,11,0,786,819,0,0,9804.177026355046,Very Low
query,chi,go,none,none,mysql,micro,866697,5,57779.8,9.24,6.46,63.35,512,56,8.37,13,17.74,28.62,57441.8,15.5,15,0,0,0,732,14,11,0,786,819,0,0,1591.9493043118887,Low
query,chi,go,none,none,mysql,micro,469198,10,31279.87,16.46,8.78,83.52,512,56,15.8,21.63,28.05,41.44,31076.9,13.1,15,0,0,0,732,14,11,0,786,819,0,0,625.7225445089017,Medium
query,chi,go,none,none,mysql,micro,325004,15,21666.93,23.53,10.49,95.23,512,56,22.59,29.69,37.46,52.67,21528.1,12.33,15,0,0,0,732,14,11,0,786,819,0,0,364.88598854833276,High
query,chi,go,none,none,mysql,micro,246233,20,16415.53,30.94,12.09,102.46,512,56,29.78,38.36,47.09,63.93,16306.57,11.81,15,0,0,0,732,14,11,0,786,819,0,0,246.10989505247375,Very High
fortune,chi,go,none,none,mysql,micro,156646,16,10443.07,1.55,0.58092,5.92,16,16,1.39,1.59,2.26,3.88,10374.75,13.41,15,0,0,0,732,14,11,0,786,819,0,0,2796.002677376171,Very Low
fortune,chi,go,none,none,mysql,micro,194989,32,12999.27,2.47,1.04,8.64,32,32,2.46,3.07,3.84,5.27,12913.04,16.69,15,0,0,0,732,14,11,0,786,819,0,0,2340.1026102610263,Low
fortune,chi,go,none,none,mysql,micro,270036,64,16877.25,3.15,1.53,17.81,64,56,2.85,3.81,5.15,8.29,17882.02,23.11,15,0,0,0,732,14,11,0,786,819,0,0,1610.424618320611,Medium Low
fortune,chi,go,none,none,mysql,micro,451544,128,30102.93,3.9,2.6,29.87,128,56,3.05,5.04,7.29,12.92,29902.05,38.64,15,0,0,0,732,14,11,0,786,819,0,0,1782.8208469055373,Medium
fortune,chi,go,none,none,mysql,micro,849966,256,56664.4,4.33,3.44,51.84,256,56,3.3,5.68,8.89,16.38,56319.36,72.78,15,0,0,0,732,14,11,0,786,819,0,0,2017.6037030443297,High
fortune,chi,go,none,none,mysql,micro,1817354,512,121156.93,4.85,4.43,74.59,512,56,4.15,6.78,10.75,19.56,120355.19,155.53,15,0,0,0,732,14,11,0,786,819,0,0,3050.2751762336347,Very High
update,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,307940,1,19246.25,25.78,13.45,164.16,512,56,22.99,26.3,31.05,101.93,20409.64,4.65,3062,0,0,0,465,35,12,4,513,571,0,0,202.6561019269243,Very Low
update,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,74413,5,4960.87,101.74,26.82,239.5,512,56,102.01,116.33,132.42,196.69,4927.79,2.1,3062,0,0,0,465,35,12,4,513,571,0,0,29.075548001406634,Low
update,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,37784,10,2518.93,200.17,45.19,371.06,512,56,204.7,228.38,250.45,306.76,2503.06,1.68,3062,0,0,0,465,35,12,4,513,571,0,0,8.819319713600475,Medium
update,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,25899,15,1726.6,290.32,60.78,450.24,512,56,295.24,330.1,362.54,414.78,1715.02,1.58,3062,0,0,0,465,35,12,4,513,571,0,0,4.662957761693853,High
update,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,19242,20,1282.8,391.29,76.82,545.66,512,56,403.37,449.15,483.12,524.65,1274.3,1.49,3062,0,0,0,465,35,12,4,513,571,0,0,2.7382464379102402,Very High
query,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,1082308,1,72153.87,7.01,0.47814999999999996,18.46,512,56,6.98,7.19,7.44,8.11,71675.67,14.95,3062,0,0,0,465,35,12,4,513,571,0,0,5665.792697290931,Very Low
query,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,591778,5,39451.87,12.84,0.7870499999999999,23.04,512,56,12.8,13.23,13.66,14.52,39221.75,12.98,3062,0,0,0,465,35,12,4,513,571,0,0,2199.1008918617617,Low
query,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,399272,10,24954.5,19.04,1.05,29.38,512,56,18.91,19.54,20.23,21.56,26455.57,12.76,3062,0,0,0,465,35,12,4,513,571,0,0,1030.751755472945,Medium
query,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,302729,15,20181.93,25.11,1.22,35.45,512,56,24.93,25.65,26.52,28.35,20057.1,12.71,3062,0,0,0,465,35,12,4,513,571,0,0,666.5102377807133,High
query,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,245060,20,16337.33,31.01,1.43,41.3,512,56,30.8,31.62,32.63,34.96,16233.94,12.75,3062,0,0,0,465,35,12,4,513,571,0,0,451.8691743880514,Very High
fortune,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,157919,16,10527.93,1.52,0.32173,8.54,16,16,1.48,1.62,1.78,2.81,10458.72,15.45,3062,0,0,0,465,35,12,4,513,571,0,0,2093.0278330019883,Very Low
fortune,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,358562,32,23904.13,1.33,0.27393,8.17,32,32,1.32,1.45,1.58,2.36,23745.99,35.08,3062,0,0,0,465,35,12,4,513,571,0,0,5032.448421052632,Low
fortune,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,763366,64,50891.07,1.1,0.23397,6.62,64,56,1.08,1.21,1.35,1.88,50553.72,74.68,3062,0,0,0,465,35,12,4,513,571,0,0,13184.215025906737,Medium Low
fortune,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,1085549,128,72369.93,1.55,0.37297,12.84,128,56,1.51,1.72,1.92,2.59,71887.5,106.2,3062,0,0,0,465,35,12,4,513,571,0,0,10058.364141765114,Medium
fortune,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,1089353,256,72623.53,3.09,0.38818,14.66,256,56,3.05,3.24,3.45,4.16,72206.66,106.67,3062,0,0,0,465,35,12,4,513,571,0,0,8182.932957746479,High
fortune,rack-sequel-passenger-mri,ruby,rack,passenger,mysql,micro,1079804,512,67487.75,7.03,0.4987,17.73,512,56,6.99,7.19,7.43,8.2,71510.39,105.64,3062,0,0,0,465,35,12,4,513,571,0,0,5451.352988691438,Very High
update,flask,python,wsgi,meinheld,postgres,micro,653281,1,43552.07,11.73,5.21,44.37,512,56,10.61,14.64,19.1,27.42,43292.8,7.84,155,0,0,0,732,37,3,1,786,837,0,0,1552.6584670231728,Very Low
update,flask,python,wsgi,meinheld,postgres,micro,317305,5,21153.67,24.06,10.1,74.39,512,56,21.77,30.12,38.75,52.44,21033.03,6.38,155,0,0,0,732,37,3,1,786,837,0,0,429.73428136109703,Low
update,flask,python,wsgi,meinheld,postgres,micro,190757,10,12717.13,40.31,18.55,190.3,512,56,36.65,50.24,65.71,98.81,12640.47,5.75,155,0,0,0,732,37,3,1,786,837,0,0,110.29122761372012,Medium
update,flask,python,wsgi,meinheld,postgres,micro,121671,15,7604.44,63.75,33.81,333.53,512,56,57.34,81.39,109.94,167.98,8060.2,4.89,155,0,0,0,732,37,3,1,786,837,0,0,38.282521143777686,High
update,flask,python,wsgi,meinheld,postgres,micro,36960,20,2464,213.54,134.15,1400,512,56,185.63,277.69,391.79,651.37,2447.55,1.85,155,0,0,0,732,37,3,1,786,837,0,0,3.054154219913978,Very High
db,flask,python,wsgi,meinheld,postgres,micro,89018,16,5934.53,2.69,0.49385,6.53,16,16,2.6,2.81,3.19,4.41,5928.72,1.06,155,0,0,0,732,37,3,1,786,837,0,0,1287.3167028199564,Very Low
db,flask,python,wsgi,meinheld,postgres,micro,119161,32,7944.07,4.02,0.99,7.53,32,32,4.14,4.59,5.11,6.51,7936.13,1.42,155,0,0,0,732,37,3,1,786,837,0,0,1375.5965367965366,Low
db,flask,python,wsgi,meinheld,postgres,micro,150384,64,10025.6,5.69,2.93,23.02,64,56,4.84,6.48,9.6,16.48,9958.94,1.78,155,0,0,0,732,37,3,1,786,837,0,0,698.4047370254267,Medium Low
db,flask,python,wsgi,meinheld,postgres,micro,586979,128,36686.19,2.88,0.99,9.49,128,56,2.81,3.41,3.88,6.8,38870.99,6.96,155,0,0,0,732,37,3,1,786,837,0,0,5931.477768795473,Medium
db,flask,python,wsgi,meinheld,postgres,micro,952821,256,63521.4,3.55,1.53,14.53,256,56,3.17,3.92,6.07,8.21,63167.34,11.31,155,0,0,0,732,37,3,1,786,837,0,0,7026.70353982301,High
db,flask,python,wsgi,meinheld,postgres,micro,948007,512,63200.47,8.12,3.74,36.79,512,56,7.45,10.07,13.06,20.2,62836.81,11.25,155,0,0,0,732,37,3,1,786,837,0,0,2814.5388554887554,Very High
query,flask,python,wsgi,meinheld,postgres,micro,877432,1,58495.47,8.76,3.98,38.1,512,56,8.06,10.83,14.07,21.23,58173.21,10.53,155,0,0,0,732,37,3,1,786,837,0,0,2496.605633802817,Very Low
query,flask,python,wsgi,meinheld,postgres,micro,496637,5,33109.13,15.37,6.23,51.08,512,56,13.68,19.59,23.97,33.31,32907.76,9.98,155,0,0,0,732,37,3,1,786,837,0,0,996.5125658389766,Low
query,flask,python,wsgi,meinheld,postgres,micro,331275,10,22085,23.19,10.24,84.95,512,56,21.58,28.02,37.78,55.63,21942.33,9.98,155,0,0,0,732,37,3,1,786,837,0,0,408.4520066580358,Medium
query,flask,python,wsgi,meinheld,postgres,micro,248835,15,16589,30.63,12.64,89.9,512,56,27.7,38.06,50.31,64.56,16484.49,9.99,155,0,0,0,732,37,3,1,786,837,0,0,275.2675682402721,High
query,flask,python,wsgi,meinheld,postgres,micro,199051,20,12440.69,39.04,19.79,168.49,512,56,32.87,50.59,64.42,113.83,13185.72,9.99,155,0,0,0,732,37,3,1,786,837,0,0,119.89293114248541,Very High
fortune,flask,python,wsgi,meinheld,postgres,micro,81925,16,5461.67,2.92,0.53955,13.52,16,16,2.84,3.05,3.37,5.23,5456.71,7.65,155,0,0,0,732,37,3,1,786,837,0,0,664.4367396593675,Very Low
fortune,flask,python,wsgi,meinheld,postgres,micro,138102,32,9206.8,3.48,1.02,15.45,32,32,3.09,3.99,5.01,6.36,9145,12.82,155,0,0,0,732,37,3,1,786,837,0,0,972.7205493924986,Low
fortune,flask,python,wsgi,meinheld,postgres,micro,223366,64,13960.38,3.8,1.41,21.15,64,56,3.33,4.49,5.34,9.87,14791.1,20.74,155,0,0,0,732,37,3,1,786,837,0,0,1119.0685370741485,Medium Low
fortune,flask,python,wsgi,meinheld,postgres,micro,421509,128,28100.6,4.01,1.34,26.96,128,56,4.2,4.91,5.32,9.52,27913.08,39.13,155,0,0,0,732,37,3,1,786,837,0,0,1814.6980949305778,Medium
fortune,flask,python,wsgi,meinheld,postgres,micro,427219,256,28481.27,7.99,3.3,80.93,256,56,7.5,9.79,11.79,20.98,28316.32,39.7,155,0,0,0,732,37,3,1,786,837,0,0,640.6043634727844,High
fortune,flask,python,wsgi,meinheld,postgres,micro,432667,512,28844.47,17.65,7.36,113.6,512,56,16.06,22.77,26.96,37.65,28669.85,40.19,155,0,0,0,732,37,3,1,786,837,0,0,439.53478095238097,Very High
update,ohkami,rust,none,ohkami,postgres,micro,248705,1,16580.33,30.56,1.51,35.74,512,56,30.6,31.42,32.19,33.51,16472.06,2.46,71,0,0,0,732,71,3,1,783,864,0,0,500.16078431372557,Very Low
update,ohkami,rust,none,ohkami,postgres,micro,57331,5,3583.19,132.03,9.24,159.44,512,56,131.53,136.04,145.13,154.41,3796.66,1.03,71,0,0,0,732,71,3,1,783,864,0,0,24.587024393591104,Low
update,ohkami,rust,none,ohkami,postgres,micro,28974,10,1931.6,260.23,13.83,286.08,512,56,261.85,266.57,273.17,282.05,1918.73,0.81207,71,0,0,0,732,71,3,1,783,864,0,0,7.071442953634384,Medium
update,ohkami,rust,none,ohkami,postgres,micro,18902,15,1260.13,396.64,20.65,437.22,512,56,400.81,408.1,414.84,421.2,1251.76,0.719473,71,0,0,0,732,71,3,1,783,864,0,0,3.0224018420358334,High
update,ohkami,rust,none,ohkami,postgres,micro,14132,20,942.13,530.02,32.01,558.71,512,56,535.62,543.84,550.33,556.18,935.88,0.679717,71,0,0,0,732,71,3,1,783,864,0,0,1.730695397389619,Very High
db,ohkami,rust,none,ohkami,postgres,micro,133402,16,8893.47,1.79,0.26285000000000003,2.96,16,16,1.8,1.97,2.12,2.38,8887.48,1.31,71,0,0,0,732,71,3,1,783,864,0,0,3744.618947368421,Very Low
db,ohkami,rust,none,ohkami,postgres,micro,276448,32,17278,1.73,0.30715,3.22,32,32,1.73,1.94,2.13,2.47,18306.96,2.7,71,0,0,0,732,71,3,1,783,864,0,0,6981.010101010101,Low
db,ohkami,rust,none,ohkami,postgres,micro,471178,64,31411.87,1.78,0.34432,3.49,64,56,1.77,2,2.22,2.63,31201.91,4.61,71,0,0,0,732,71,3,1,783,864,0,0,11921.013282732447,Medium Low
db,ohkami,rust,none,ohkami,postgres,micro,482295,128,32153,3.49,0.435,6.08,128,56,3.48,3.76,4.03,4.52,31937.74,4.71,71,0,0,0,732,71,3,1,783,864,0,0,6719.540229885058,Medium
db,ohkami,rust,none,ohkami,postgres,micro,484180,256,32278.67,6.97,0.53862,9.65,256,56,6.96,7.32,7.65,8.28,32093.14,4.74,71,0,0,0,732,71,3,1,783,864,0,0,3884.316486161251,High
db,ohkami,rust,none,ohkami,postgres,micro,487366,512,32491.07,15.59,0.86,19.12,512,56,15.58,16.1,16.6,17.51,32311.5,4.77,71,0,0,0,732,71,3,1,783,864,0,0,1872.1446269086719,Very High
query,ohkami,rust,none,ohkami,postgres,micro,484451,1,32296.73,15.69,0.91,19.75,512,56,15.69,16.23,16.73,17.67,32095.85,4.8,71,0,0,0,732,71,3,1,783,864,0,0,1822.6145598194132,Very Low
query,ohkami,rust,none,ohkami,postgres,micro,132592,5,8839.47,57.3,6.15,78.07,512,56,57.13,60.58,63.95,74.2,8783.66,2.39,71,0,0,0,732,71,3,1,783,864,0,0,130.59717810445446,Low
query,ohkami,rust,none,ohkami,postgres,micro,62118,10,4141.2,121.79,11.51,150.41,512,56,121.05,127.02,139.36,146.05,4113.6,1.74,71,0,0,0,732,71,3,1,783,864,0,0,30.42762674504041,Medium
query,ohkami,rust,none,ohkami,postgres,micro,40080,15,2505,187.92,15.58,208.62,512,56,192.86,198.16,200.58,203.96,2654.9,1.53,71,0,0,0,732,71,3,1,783,864,0,0,12.63428657890755,High
query,ohkami,rust,none,ohkami,postgres,micro,29962,20,1997.47,251.33,19.69,312.17,512,56,254.01,260.74,268.92,285.68,1984.06,1.44,71,0,0,0,732,71,3,1,783,864,0,0,7.089511978704525,Very High
fortune,ohkami,rust,none,ohkami,postgres,micro,128586,16,8572.4,1.86,0.27638,2.98,16,16,1.86,2.05,2.21,2.49,8516,11.1,71,0,0,0,732,71,3,1,783,864,0,0,3542.314049586777,Very Low
fortune,ohkami,rust,none,ohkami,postgres,micro,266241,32,17749.4,1.8,0.32380000000000003,3.38,32,32,1.78,2.01,2.22,2.59,17630.75,22.98,71,0,0,0,732,71,3,1,783,864,0,0,6853.050193050194,Low
fortune,ohkami,rust,none,ohkami,postgres,micro,453548,64,30236.53,1.85,0.36243000000000003,3.85,64,56,1.84,2.08,2.32,2.75,30035.32,39.16,71,0,0,0,732,71,3,1,783,864,0,0,10609.308771929824,Medium Low
fortune,ohkami,rust,none,ohkami,postgres,micro,468740,128,31249.33,3.59,0.46251,5.98,128,56,3.59,3.88,4.16,4.68,31040.9,40.47,71,0,0,0,732,71,3,1,783,864,0,0,6530.6854754440965,Medium
