framework,language,platform,webserver,database,classification,total_requests,scale_factor,throughput,latency_avg_ms,latency_std_ms,latency_max_ms,connections,threads,latency_p50,latency_p75,latency_p90,latency_p99,requests_sec,transfer_sec,total_tcp_sockets,read_errors,write_errors,timeout_requests,benchmarktime,buildtime,dbstarttime,readytime,verifytime,totaltime,total_errors,error_rate,efficiency,system_load
quarkus-reactive-routes-pgclient,java,vert.x,vert.x,postgres,fullstack,355992,32,23732.8,1.35,0.22696,4.54,32,32,1.35,1.49,1.62,1.85,23574.89,30.91,69,0,0,0,732,71,3,1,782,865,0,0,8058.675721561968,Low
quarkus-reactive-routes-pgclient,java,vert.x,vert.x,postgres,fullstack,731971,64,45748.19,1.15,0.27549,4.42,64,56,1.14,1.32,1.48,1.79,48473.24,63.56,69,0,0,0,732,71,3,1,782,865,0,0,16426.639138240575,Medium Low
quarkus-reactive-routes-pgclient,java,vert.x,vert.x,postgres,fullstack,7596016,128,506401.07,0.22508,0.11853,2.89,128,56,0.188,0.263,0.362,0.703,503044.52,659.64,69,0,0,0,732,71,3,1,782,865,0,0,325128.7735788487,Medium
quarkus-reactive-routes-pgclient,java,vert.x,vert.x,postgres,fullstack,11459683,256,763978.87,0.29654,0.11573,2.37,256,56,0.275,0.339,0.412,0.74,758950.16,993.28,69,0,0,0,732,71,3,1,782,865,0,0,573011.3705401006,High
quarkus-reactive-routes-pgclient,java,vert.x,vert.x,postgres,fullstack,13715544,512,914369.6,0.5629400000000001,0.22165,5.59,512,56,0.518,0.62,0.763,1.54,908337.87,1187.84,69,0,0,0,732,71,3,1,782,865,0,0,297213.8847445286,Very High
hserver,java,hserver,hserver,postgres,fullstack,293514,16,18344.62,0.81799,0.22653,7.15,16,16,0.808,0.93,1.06,1.33,19438.09,33.26,271,0,0,0,732,24,3,3,785,821,0,0,4604.579072011888,Very Low
hserver,java,hserver,hserver,postgres,fullstack,626598,32,41773.2,0.76707,0.24437999999999999,6.76,32,32,0.758,0.88,1.02,1.34,41494.87,70.99,271,0,0,0,732,24,3,3,785,821,0,0,11099.458354977434,Low
hserver,java,hserver,hserver,postgres,fullstack,1434461,64,95630.73,0.5905,0.25314,7.12,64,56,0.549,0.719,0.86,1.28,94998.24,162.53,271,0,0,0,732,24,3,3,785,821,0,0,24805.32520588807,Medium Low
hserver,java,hserver,hserver,postgres,fullstack,4447840,128,296522.67,0.39582,0.31456,13.12,128,56,0.351,0.452,0.602,1.51,294566.86,503.97,271,0,0,0,732,24,3,3,785,821,0,0,43877.86608581648,Medium
hserver,java,hserver,hserver,postgres,fullstack,6838329,256,455888.6,0.51673,0.37427,14.56,256,56,0.435,0.566,0.774,2.08,452882.52,774.83,271,0,0,0,732,24,3,3,785,821,0,0,60475.79282775509,High
hserver,java,hserver,hserver,postgres,fullstack,7245480,512,483032,1.27,4.39,191.71,512,56,0.96,1.2,1.54,3.66,479829.2,820.94,271,0,0,0,732,24,3,3,785,821,0,0,5006.031713130895,Very High
ubiquity-ngx-raw,php,ngx_php,nginx,postgres,fullstack,176654,16,11776.93,1.35,0.22487000000000001,4.86,16,16,1.38,1.51,1.61,1.79,11698.86,15.6,237,0,0,0,499,193,3,1,544,748,0,0,3792.8921095008045,Very Low
ubiquity-ngx-raw,php,ngx_php,nginx,postgres,fullstack,377135,32,25142.33,1.27,0.24488,4.67,32,32,1.27,1.43,1.58,1.83,24974.18,33.3,237,0,0,0,499,193,3,1,544,748,0,0,8465.430976430978,Low
ubiquity-ngx-raw,php,ngx_php,nginx,postgres,fullstack,639149,64,42609.93,1.31,0.30087,5.27,64,56,1.31,1.51,1.7,2.05,42324.49,56.43,237,0,0,0,499,193,3,1,544,748,0,0,12951.346504559271,Medium Low
ubiquity-ngx-raw,php,ngx_php,nginx,postgres,fullstack,2653498,128,176899.87,0.6409199999999999,0.37089,5.13,128,56,0.533,0.85,1.15,1.78,175734.15,234.3,237,0,0,0,499,193,3,1,544,748,0,0,61307.33747825304,Medium
ubiquity-ngx-raw,php,ngx_php,nginx,postgres,fullstack,8958477,256,597231.8,0.37813,0.18294,13.23,256,56,0.341,0.455,0.612,0.95,593303.03,791.01,237,0,0,0,499,193,3,1,544,748,0,0,87775.73406485684,High
ubiquity-ngx-raw,php,ngx_php,nginx,postgres,fullstack,10193806,512,679587.07,0.76361,0.43868,29.43,512,56,0.656,0.98,1.33,2.05,675095.21,901.12,237,0,0,0,499,193,3,1,544,748,0,0,45015.29098375451,Very High
http4k-helidon-pgclient,kotlin,helidon-pgclient,none,postgres,micro,131809,16,8787.27,1.82,0.36927,9.85,16,16,1.8,2.05,2.28,2.66,8782.35,11.6,79,0,0,0,848,73,3,1,920,1004,0,0,1505.9588688946017,Very Low
http4k-helidon-pgclient,kotlin,helidon-pgclient,none,postgres,micro,294667,32,19644.47,1.63,0.3398,10.17,32,32,1.61,1.82,2.01,2.39,19514.6,25.78,79,0,0,0,848,73,3,1,920,1004,0,0,3329.5711864406785,Low
http4k-helidon-pgclient,kotlin,helidon-pgclient,none,postgres,micro,575922,64,38394.8,1.46,0.39531,9.16,64,56,1.42,1.67,1.92,2.46,38139.78,50.38,79,0,0,0,848,73,3,1,920,1004,0,0,7230.659133709981,Medium Low
http4k-helidon-pgclient,kotlin,helidon-pgclient,none,postgres,micro,1376765,128,91784.33,1.25,0.69586,7.46,128,56,1.09,1.54,2.13,3.62,91175.83,120.43,79,0,0,0,848,73,3,1,920,1004,0,0,21075.621125143512,Medium
http4k-helidon-pgclient,kotlin,helidon-pgclient,none,postgres,micro,4553784,256,303585.6,0.86,0.9,25.86,256,56,0.478,1.2,2.07,3.17,301579.29,398.34,79,0,0,0,848,73,3,1,920,1004,0,0,22723.473053892216,High
http4k-helidon-pgclient,kotlin,helidon-pgclient,none,postgres,micro,6200859,512,413390.6,1.71,1.74,12.41,512,56,0.812,2.53,4.67,6.75,410666.19,542.42,79,0,0,0,848,73,3,1,920,1004,0,0,58553.90934844193,Very High
servlet-postgresql,java,servlet,resin,postgres,platform,168864,16,10554,1.85,5.89,118.95,16,16,1.42,1.59,1.74,2.2,11183.88,15,516,0,0,0,615,31,3,5,681,727,0,0,174.73509933774832,Very Low
servlet-postgresql,java,servlet,resin,postgres,platform,194810,32,12987.33,3.06,7.25,140.86,32,32,1.91,3.26,4.46,8.45,12901.35,17.3,516,0,0,0,615,31,3,5,681,727,0,0,180.4798499166203,Low
servlet-postgresql,java,servlet,resin,postgres,platform,172847,64,11523.13,5.75,9.3,174.59,64,56,3.29,8.14,11.37,21.61,11446.1,15.35,516,0,0,0,615,31,3,5,681,727,0,0,127.79339026283685,Medium Low
servlet-postgresql,java,servlet,resin,postgres,platform,169749,128,11316.6,11.9,15.34,240.75,128,56,8.76,17.92,26.53,51.17,11240.79,15.07,516,0,0,0,615,31,3,5,681,727,0,0,89.58321789036216,Medium
servlet-postgresql,java,servlet,resin,postgres,platform,173368,256,11557.87,23.17,25.43,305.15,256,56,19,36.9,55.28,100.91,11483.64,15.4,516,0,0,0,615,31,3,5,681,727,0,0,70.40612816764134,High
servlet-postgresql,java,servlet,resin,postgres,platform,174655,512,11643.67,52.41,52.64,451.22,512,56,46.92,87.13,126.82,212.13,11567.46,15.51,516,0,0,0,615,31,3,5,681,727,0,0,46.238984969124154,Very High
wolff,php,fpm/fastcgi,nginx,mysql,fullstack,98193,16,6546.2,2.44,0.43461,8.01,16,16,2.4,2.7,3,3.63,6540.36,14.71,13,0,0,0,732,121,12,0,785,925,0,0,1252.861244019139,Very Low
wolff,php,fpm/fastcgi,nginx,mysql,fullstack,181727,32,12115.13,2.64,0.42269999999999996,10.55,32,32,2.6,2.79,3,4.3,12035.49,27.08,13,0,0,0,732,121,12,0,785,925,0,0,1837.0174374526152,Low
wolff,php,fpm/fastcgi,nginx,mysql,fullstack,258153,64,17210.2,3.28,1.28,14.65,64,56,2.81,3.98,4.64,7.92,17094.58,38.46,13,0,0,0,732,121,12,0,785,925,0,0,1919.7099832682657,Medium Low
wolff,php,fpm/fastcgi,nginx,mysql,fullstack,265533,128,17702.2,6.42,3.35,30.91,128,56,4.99,8.55,11.28,17.03,17583.57,39.56,13,0,0,0,732,121,12,0,785,925,0,0,948.4168229306189,Medium
wolff,php,fpm/fastcgi,nginx,mysql,fullstack,255342,256,17022.8,15.12,14.17,122.15,256,56,6.15,25.37,34.1,58.09,16911.3,38.05,13,0,0,0,732,121,12,0,785,925,0,0,248.01923217017554,High
wolff,php,fpm/fastcgi,nginx,mysql,fullstack,239141,512,15942.73,39.94,40.45,253.52,512,56,34.79,70.18,90.72,159.06,15836.48,35.63,13,0,0,0,732,121,12,0,785,925,0,0,108.6535132556396,Very High
giraffe,f#,.net,kestrel,postgres,fullstack,152925,16,10195,1.57,0.34714999999999996,8.29,16,16,1.57,1.8,1.97,2.24,10127.29,13.14,73,0,0,0,366,8,3,1,376,395,0,0,2067.951318458418,Very Low
giraffe,f#,.net,kestrel,postgres,fullstack,345953,32,23063.53,1.39,0.41908,9.05,32,32,1.33,1.61,1.9,2.4,22909.91,29.74,73,0,0,0,366,8,3,1,376,395,0,0,4418.300766283524,Low
giraffe,f#,.net,kestrel,postgres,fullstack,790103,64,52673.53,1.07,0.37553,7.5,64,56,1.02,1.22,1.45,2.17,52323.02,67.91,73,0,0,0,366,8,3,1,376,395,0,0,12292.539089848307,Medium Low
giraffe,f#,.net,kestrel,postgres,fullstack,1990306,128,132687.07,0.85,0.41284,7.2,128,56,0.809,1.01,1.25,2.03,131804.04,171.08,73,0,0,0,366,8,3,1,376,395,0,0,32965.73167701863,Medium
giraffe,f#,.net,kestrel,postgres,fullstack,3502229,256,218889.31,0.98,0.55595,8.7,256,56,0.87,1.21,1.59,2.85,231921.4,301.02,73,0,0,0,366,8,3,1,376,395,0,0,45225.06404958678,High
giraffe,f#,.net,kestrel,postgres,fullstack,7844255,512,522950.33,1.01,0.6155700000000001,10.41,512,56,0.91,1.26,1.65,3.47,519496.34,674.28,73,0,0,0,366,8,3,1,376,395,0,0,91584.99649737304,Very High
laravel-laravel-s,php,swoole,none,mysql,fullstack,58857,16,3923.8,4.07,0.36661,5.86,16,16,4.09,4.31,4.51,4.89,3919.91,5.59,15,0,0,0,732,98,11,3,790,909,0,0,790.2920443101713,Very Low
laravel-laravel-s,php,swoole,none,mysql,fullstack,142430,32,9495.33,3.58,4.05,115.46,32,32,3.21,3.55,4.22,6.95,9432.18,13.44,15,0,0,0,732,98,11,3,790,909,0,0,159.53175403225808,Low
laravel-laravel-s,php,swoole,none,mysql,fullstack,172687,64,11512.47,5.04,3.01,39.5,64,56,4,6.11,8.85,15.89,11435.33,16.29,15,0,0,0,732,98,11,3,790,909,0,0,516.9497081275258,Medium Low
laravel-laravel-s,php,swoole,none,mysql,fullstack,187876,128,12525.07,12.9,23.36,313.12,128,56,7.14,13.1,23.3,133.68,12441.03,17.73,15,0,0,0,732,98,11,3,790,909,0,0,76.83620636770749,Medium
laravel-laravel-s,php,swoole,none,mysql,fullstack,205829,256,13721.93,20.69,21.72,156.87,256,56,12.23,28.09,50.1,101.63,13636.55,19.43,15,0,0,0,732,98,11,3,790,909,0,0,154.56104978598785,High
laravel-laravel-s,php,swoole,none,mysql,fullstack,214210,512,13388.12,56.4,68.72,407.62,512,56,28,77.41,153.71,302.99,14193.46,20.22,15,0,0,0,732,98,11,3,790,909,0,0,57.70492651178829,Very High
php-h2o,php,fpm/fastcgi,h2o,mysql,platform,82964,16,5530.93,2.89,0.46118000000000003,4.34,16,16,2.92,3.21,3.45,3.84,5525.36,7.45,15,0,0,0,731,323,11,0,785,1126,0,0,1529.9944674965423,Very Low
php-h2o,php,fpm/fastcgi,h2o,mysql,platform,219867,32,14657.8,2.18,0.45642,4.12,32,32,2.18,2.49,2.77,3.25,14561.12,19.64,15,0,0,0,731,323,11,0,785,1126,0,0,4653.26984126984,Low
php-h2o,php,fpm/fastcgi,h2o,mysql,platform,904126,64,60275.07,0.93,0.34918,8.2,64,56,0.86,1.14,1.43,1.86,59873.5,80.74,15,0,0,0,731,323,11,0,785,1126,0,0,13203.739320920045,Medium Low
php-h2o,php,fpm/fastcgi,h2o,mysql,platform,2184976,128,145665.07,0.7617,0.18165,13.29,128,56,0.754,0.86,0.97,1.21,144698.45,195.13,15,0,0,0,731,323,11,0,785,1126,0,0,20732.732694264752,Medium
php-h2o,php,fpm/fastcgi,h2o,mysql,platform,2092725,256,139515,1.6,0.43609,23.72,256,56,1.56,1.85,2.12,2.7,138589.13,186.89,15,0,0,0,731,323,11,0,785,1126,0,0,11020.142180094788,High
php-h2o,php,fpm/fastcgi,h2o,mysql,platform,1384201,512,92280.07,5.49,1.92,29.81,512,56,5.35,6.73,8.02,10.45,91755.88,123.73,15,0,0,0,731,323,11,0,785,1126,0,0,5228.332577903683,Very High
dart,dart,none,none,postgres,platform,169732,16,11315.47,1.41,0.20451,4.84,16,16,1.39,1.53,1.67,1.93,11307.59,19.86,239,0,0,0,732,3,3,2,788,803,0,0,3620.9503999999997,Very Low
dart,dart,none,none,postgres,platform,350984,32,23398.93,1.36,0.21721000000000001,8.47,32,32,1.35,1.49,1.63,1.93,23242.08,40.83,239,0,0,0,732,3,3,2,788,803,0,0,4760.718209562564,Low
dart,dart,none,none,postgres,platform,682144,64,45476.27,1.23,0.24140999999999999,9.77,64,56,1.22,1.37,1.52,1.82,45173.24,79.35,239,0,0,0,732,3,3,2,788,803,0,0,8268.412727272727,Medium Low
dart,dart,none,none,postgres,platform,1513913,128,94619.56,1.11,0.39731,18.61,128,56,1.05,1.28,1.52,2.17,100260.12,176.12,239,0,0,0,732,3,3,2,788,803,0,0,9596.30425963489,Medium
dart,dart,none,none,postgres,platform,2596224,256,173081.6,1.31,0.5639299999999999,34.1,256,56,1.25,1.52,1.79,2.52,171936.34,302.04,239,0,0,0,732,3,3,2,788,803,0,0,9775.859926574416,High
dart,dart,none,none,postgres,platform,2842480,512,189498.67,2.75,1.44,59.43,512,56,2.56,3.05,3.6,7.51,188246.86,330.69,239,0,0,0,732,3,3,2,788,803,0,0,6095.164683177871,Very High
pedestal,clojure,jetty,none,mysql,micro,118447,16,7896.47,2.04,0.65219,17.37,16,16,2.03,2.25,2.44,2.82,7891.16,10.35,15,0,0,0,732,35,13,3,800,859,0,0,813.6496651210715,Very Low
pedestal,clojure,jetty,none,mysql,micro,295881,32,19725.4,1.66,0.77208,16.81,32,32,1.6,1.82,2.04,3.56,19593.42,25.69,15,0,0,0,732,35,13,3,800,859,0,0,2135.9393611261507,Low
pedestal,clojure,jetty,none,mysql,micro,812866,64,54191.07,1.05,0.41822000000000004,8.45,64,56,1,1.22,1.42,2.1,53832.53,70.59,15,0,0,0,732,35,13,3,800,859,0,0,11408.646315789474,Medium Low
pedestal,clojure,jetty,none,mysql,micro,1615641,128,107709.4,1.05,0.4072,6.93,128,56,0.97,1.21,1.47,2.69,106994.02,140.3,15,0,0,0,732,35,13,3,800,859,0,0,26994.83709273183,Medium
pedestal,clojure,jetty,none,mysql,micro,1670278,256,111351.87,2.06,1.26,11.56,256,56,1.51,2.89,3.53,5.71,110725.7,145.19,15,0,0,0,732,35,13,3,800,859,0,0,16351.229074889867,High
pedestal,clojure,jetty,none,mysql,micro,1675148,512,111676.53,4.53,1.46,15.28,512,56,4.21,5.57,6.39,8.72,110938.21,145.47,15,0,0,0,732,35,13,3,800,859,0,0,11274.76325088339,Very High
may-minihttp,rust,rust,may-minihttp,postgres,micro,178533,16,11902.2,1.34,0.17192,3.41,16,16,1.35,1.46,1.54,1.69,11823.84,15.35,71,0,0,0,732,39,3,1,782,831,0,0,5011.452631578948,Very Low
may-minihttp,rust,rust,may-minihttp,postgres,micro,360014,32,24000.93,1.33,0.21363,5.22,32,32,1.33,1.47,1.6,1.81,23840.04,30.94,71,0,0,0,732,39,3,1,782,831,0,0,7328.528244274809,Low
may-minihttp,rust,rust,may-minihttp,postgres,micro,761736,64,50782.4,1.1,0.25797000000000003,5.53,64,56,1.09,1.27,1.43,1.72,50442.37,65.47,71,0,0,0,732,39,3,1,782,831,0,0,15318.97435897436,Medium Low
may-minihttp,rust,rust,may-minihttp,postgres,micro,9505552,128,633703.47,0.17694,0.07820999999999999,4.48,128,56,0.156,0.205,0.268,0.417,629522.31,817.09,71,0,0,0,732,39,3,1,782,831,0,0,272154.449058824,Medium
may-minihttp,rust,rust,may-minihttp,postgres,micro,13960959,256,930730.6,0.24095,0.08791,7.12,256,56,0.231,0.282,0.342,0.472,924557.94,1198.08,71,0,0,0,732,39,3,1,782,831,0,0,252883.28272845215,High
may-minihttp,rust,rust,may-minihttp,postgres,micro,19817093,512,1321139.53,0.38447000000000003,0.12904,10.98,512,56,0.373,0.432,0.515,0.736,1312418.95,1699.84,71,0,0,0,732,39,3,1,782,831,0,0,232503.5008231796,Very High
flask-nginx-uwsgi,python,wsgi,nginx,postgres,micro,65578,16,4098.62,3.66,0.66992,20.36,16,16,3.62,4.07,4.45,5.38,4367.57,6.11,184,0,0,0,731,48,3,0,786,843,0,0,341.26727726894256,Very Low
flask-nginx-uwsgi,python,wsgi,nginx,postgres,micro,86713,32,5780.87,5.53,1.73,22.75,32,32,5.34,6.87,7.68,9.92,5742.55,8.04,184,0,0,0,731,48,3,0,786,843,0,0,408.83097595473834,Low
flask-nginx-uwsgi,python,wsgi,nginx,postgres,micro,92920,64,6194.67,9.04,3.23,28.41,64,56,7.31,11.41,14.21,17.17,6153.77,8.62,184,0,0,0,731,48,3,0,786,843,0,0,330.82349799732975,Medium Low
flask-nginx-uwsgi,python,wsgi,nginx,postgres,micro,114064,128,7604.27,14.73,3.24,41.44,128,56,14.13,15.91,17.51,25.55,7593.98,10.63,184,0,0,0,731,48,3,0,786,843,0,0,270.75912408759126,Medium
flask-nginx-uwsgi,python,wsgi,nginx,postgres,micro,127099,256,8473.27,26.58,2.66,49.96,256,56,26.05,27.99,30.62,33.22,8416.82,11.78,184,0,0,0,731,48,3,0,786,843,0,0,221.40762999738703,High
flask-nginx-uwsgi,python,wsgi,nginx,postgres,micro,129154,512,8610.27,58.81,2.19,103.96,512,56,58.79,59.38,60.43,68.18,8553.64,11.98,184,0,0,0,731,48,3,0,786,843,0,0,105.7967684462739,Very High
vibed-dmd-pgsql,d,none,none,postgres,platform,145632,16,9708.8,1.83,1.96,33.13,16,16,1.54,1.78,2.15,11.03,9644.57,14.68,69,0,0,0,499,83,3,0,546,638,0,0,555.4233409610982,Very Low
vibed-dmd-pgsql,d,none,none,postgres,platform,248345,32,16556.33,2.29,2.64,35.42,32,32,1.59,2.37,3.66,17.64,16445.93,25.03,69,0,0,0,499,83,3,0,546,638,0,0,878.0869795810131,Low
vibed-dmd-pgsql,d,none,none,postgres,platform,292002,64,19466.8,3.38,3.58,45.47,64,56,2.26,4.11,6.43,21.85,19336.68,29.43,69,0,0,0,499,83,3,0,546,638,0,0,797.0030706243604,Medium Low
vibed-dmd-pgsql,d,none,none,postgres,platform,350243,128,23349.53,5.57,5.4,63.2,128,56,3.97,7.46,11.72,28.19,23193.61,35.3,69,0,0,0,499,83,3,0,546,638,0,0,679.0615093790896,Medium
vibed-dmd-pgsql,d,none,none,postgres,platform,373482,256,24898.8,9.76,7.62,86.11,256,56,7.96,13.17,19.15,37.76,24755,37.68,69,0,0,0,499,83,3,0,546,638,0,0,519.4283926149996,High
vibed-dmd-pgsql,d,none,none,postgres,platform,378809,512,23675.56,20.63,11.66,211.38,512,56,19.1,26.59,35.26,57.64,25103.31,38.21,69,0,0,0,499,83,3,0,546,638,0,0,204.09085815266585,Very High
ditsmod-postgres,typescript,nodejs,none,postgres,micro,166751,16,11116.73,1.43,0.23892,5.79,16,16,1.43,1.57,1.71,1.97,11042.4,14.6,71,0,0,0,615,22,3,1,678,710,0,0,3079.4265927977835,Very Low
ditsmod-postgres,typescript,nodejs,none,postgres,micro,300918,32,20061.2,1.59,0.32012,9.62,32,32,1.59,1.79,1.95,2.25,19927.93,26.34,71,0,0,0,615,22,3,1,678,710,0,0,3579.161462979483,Low
ditsmod-postgres,typescript,nodejs,none,postgres,micro,621254,64,41416.93,1.35,0.31689999999999996,10.42,64,56,1.33,1.53,1.74,2.15,41140.74,54.38,71,0,0,0,615,22,3,1,678,710,0,0,7037.711129991504,Medium Low
ditsmod-postgres,typescript,nodejs,none,postgres,micro,1775546,128,118369.73,0.94,0.33294,8.12,128,56,0.91,1.11,1.35,1.93,117583.38,155.42,71,0,0,0,615,22,3,1,678,710,0,0,26130.18322295806,Medium
ditsmod-postgres,typescript,nodejs,none,postgres,micro,3159337,256,210622.47,1.1,0.59693,16.99,256,56,0.95,1.19,1.61,3.78,209235.25,276.57,71,0,0,0,615,22,3,1,678,710,0,0,23286.06633499171,High
ditsmod-postgres,typescript,nodejs,none,postgres,micro,3783508,512,252233.87,2.14,1.32,26.36,512,56,1.73,2.11,3.48,7.81,250563.34,331.19,71,0,0,0,615,22,3,1,678,710,0,0,17700.62245614035,Very High
yii2,php,fpm/fastcgi,nginx,mysql,fullstack,63321,16,4221.4,3.78,0.47224,6.22,16,16,3.76,4.04,4.32,5.26,4216.44,5.65,13,0,0,0,732,133,12,0,786,938,0,0,844.28,Very Low
yii2,php,fpm/fastcgi,nginx,mysql,fullstack,108814,32,7254.27,4.41,0.83616,6.81,32,32,4.47,5.11,5.47,6,7243.23,9.7,13,0,0,0,732,133,12,0,786,938,0,0,1293.0962566844921,Low
yii2,php,fpm/fastcgi,nginx,mysql,fullstack,240224,64,16014.93,3.5,0.65636,6.79,64,56,3.43,3.84,4.34,5.44,15907.07,21.3,13,0,0,0,732,133,12,0,786,938,0,0,3112.717201166181,Medium Low
yii2,php,fpm/fastcgi,nginx,mysql,fullstack,672636,128,44842.4,2.49,0.50343,7.18,128,56,2.46,2.82,3.15,3.83,44542.93,59.64,13,0,0,0,732,133,12,0,786,938,0,0,9274.539813857291,Medium
yii2,php,fpm/fastcgi,nginx,mysql,fullstack,715705,256,47713.67,4.71,1.26,13.55,256,56,4.6,5.48,6.37,8.15,47435.62,63.51,13,0,0,0,732,133,12,0,786,938,0,0,5226.031763417306,High
yii2,php,fpm/fastcgi,nginx,mysql,fullstack,661267,512,44084.47,11.49,2.53,33.56,512,56,11.48,13.06,14.61,17.79,43823.36,58.68,13,0,0,0,732,133,12,0,786,938,0,0,1957.135183129856,Very High
quarkus-vertx,java,vert.x,vert.x,postgres,micro,179225,16,11948.33,1.33,0.18343,4.12,16,16,1.35,1.45,1.54,1.72,11870.35,15.57,69,0,0,0,732,66,3,2,782,860,0,0,4384.708256880734,Very Low
quarkus-vertx,java,vert.x,vert.x,postgres,micro,364598,32,24306.53,1.31,0.21844999999999998,4.29,32,32,1.32,1.45,1.57,1.8,24144.2,31.66,69,0,0,0,732,66,3,2,782,860,0,0,8680.903571428571,Low
quarkus-vertx,java,vert.x,vert.x,postgres,micro,741610,64,49440.67,1.13,0.26749,4.95,64,56,1.12,1.29,1.46,1.77,49111.51,64.4,69,0,0,0,732,66,3,2,782,860,0,0,16263.378289473683,Medium Low
quarkus-vertx,java,vert.x,vert.x,postgres,micro,7918706,128,494919.12,0.21637,0.11733,2.78,128,56,0.18,0.251,0.348,0.691,524409.87,687.66,69,0,0,0,732,66,3,2,782,860,0,0,330345.7984160835,Medium
quarkus-vertx,java,vert.x,vert.x,postgres,micro,11741802,256,782786.8,0.28981999999999997,0.11728,2.56,256,56,0.268,0.332,0.406,0.742,777595.83,1024,69,0,0,0,732,66,3,2,782,860,0,0,549358.7665185872,High
quarkus-vertx,java,vert.x,vert.x,postgres,micro,14937255,512,995817,0.54803,0.95,35.73,512,56,0.483,0.572,0.683,1.27,989237.84,1300.48,69,0,0,0,732,66,3,2,782,860,0,0,54899.17727065113,Very High
fastify-mysql,javascript,nodejs,none,mysql,micro,154313,16,10287.53,1.55,0.20904,5.01,16,16,1.54,1.68,1.81,2.03,10281.36,13.83,15,0,0,0,499,8,12,1,546,575,0,0,3136.442073170732,Very Low
fastify-mysql,javascript,nodejs,none,mysql,micro,286466,32,19097.73,1.67,0.26311,3.99,32,32,1.67,1.85,2,2.26,18970.5,25.53,15,0,0,0,499,8,12,1,546,575,0,0,6748.314487632509,Low
fastify-mysql,javascript,nodejs,none,mysql,micro,528319,64,33019.94,1.59,0.31715,4.41,64,56,1.58,1.79,2,2.36,34986.12,47.08,15,0,0,0,499,8,12,1,546,575,0,0,11006.646666666667,Medium Low
fastify-mysql,javascript,nodejs,none,mysql,micro,1033075,128,68871.67,1.62,0.36248,8.75,128,56,1.63,1.87,2.07,2.45,68413.65,92.06,15,0,0,0,499,8,12,1,546,575,0,0,13282.86788813886,Medium
fastify-mysql,javascript,nodejs,none,mysql,micro,1168361,256,77890.73,2.88,0.62473,9.35,256,56,2.91,3.3,3.64,4.31,77446.55,104.21,15,0,0,0,499,8,12,1,546,575,0,0,12737.650040883073,High
fastify-mysql,javascript,nodejs,none,mysql,micro,1089976,512,72665.07,6.96,1.13,18.89,512,56,7.04,7.76,8.32,9.24,72251.93,97.22,15,0,0,0,499,8,12,1,546,575,0,0,5622.055705996132,Very High
wicket,java,servlet,resin,mysql,fullstack,84438,16,5629.2,2.84,0.48786,12.73,16,16,2.84,3.05,3.24,3.73,5625.73,11.2,273,0,0,0,732,32,11,4,792,847,0,0,723.0828516377649,Very Low
wicket,java,servlet,resin,mysql,fullstack,96396,32,6426.4,5.17,2.87,36.78,32,32,4.6,6.41,8.9,15.54,6383.96,12.71,273,0,0,0,732,32,11,4,792,847,0,0,306.38379022646,Low
wicket,java,servlet,resin,mysql,fullstack,94160,64,6277.33,9.87,8.34,87.23,64,56,8.69,14.48,20.85,38.79,6235.24,12.41,273,0,0,0,732,32,11,4,792,847,0,0,129.2961894953656,Medium Low
wicket,java,servlet,resin,mysql,fullstack,95216,128,5951,21.01,21.04,219.51,128,56,17.57,31.97,47.58,92.49,6305.39,12.55,273,0,0,0,732,32,11,4,792,847,0,0,49.48445035755862,Medium
wicket,java,servlet,resin,mysql,fullstack,99108,256,6607.2,41.94,44.57,477.69,256,56,34.02,64.67,97.49,191.66,6563.35,13.06,273,0,0,0,732,32,11,4,792,847,0,0,25.430402401708907,High
wicket,java,servlet,resin,mysql,fullstack,99251,512,6616.73,98.03,105.58,1050,512,56,76.73,149.78,226.82,446.8,6575.86,13.09,273,0,0,0,732,32,11,4,792,847,0,0,11.527102950271335,Very High
act-hibernate-pgsql,java,undertow,none,postgres,fullstack,140043,16,9336.2,1.8,1.15,20.56,16,16,1.68,1.85,2.02,7.6,9329.37,14.4,281,0,0,0,499,83,3,5,547,645,0,0,835.0805008944544,Very Low
act-hibernate-pgsql,java,undertow,none,postgres,fullstack,304254,32,19015.88,1.77,1.61,21.58,32,32,1.53,1.73,1.93,11.88,20148.34,31.09,281,0,0,0,499,83,3,5,547,645,0,0,1628.7691648822272,Low
act-hibernate-pgsql,java,undertow,none,postgres,fullstack,748331,64,49888.73,1.44,1.87,19.83,64,56,1.04,1.26,1.55,11.91,49556.67,76.47,281,0,0,0,499,83,3,5,547,645,0,0,4690.994828396804,Medium Low
act-hibernate-pgsql,java,undertow,none,postgres,fullstack,2497902,128,166526.8,1.69,3.09,20.7,128,56,0.517,0.787,5.99,14.22,165416.28,255.25,281,0,0,0,499,83,3,5,547,645,0,0,14875.104957570346,Medium
act-hibernate-pgsql,java,undertow,none,postgres,fullstack,2978773,256,198584.87,2.61,4.06,29.77,256,56,0.623,2.84,8.93,17.57,197409.5,304.62,281,0,0,0,499,83,3,5,547,645,0,0,12265.896849907349,High
