framework,language,platform,webserver,database,classification,total_requests,scale_factor,throughput,latency_avg_ms,latency_std_ms,latency_max_ms,connections,threads,latency_p50,latency_p75,latency_p90,latency_p99,requests_sec,transfer_sec,total_tcp_sockets,read_errors,write_errors,timeout_requests,benchmarktime,buildtime,dbstarttime,readytime,verifytime,totaltime,total_errors,error_rate,efficiency,system_load
kit,clojure,undertow,none,postgres,micro,1271116,128,84741.07,1.33,0.50983,7.81,128,56,1.23,1.57,1.95,3.15,84180.01,146.67,463,0,0,0,848,40,3,3,920,973,0,0,18542.903719912472,Medium
kit,clojure,undertow,none,postgres,micro,1291052,256,80690.75,2.79,2.21,36.87,256,56,1.85,4.22,5.48,10.03,85503.85,148.98,463,0,0,0,848,40,3,3,920,973,0,0,4069.1250630358045,High
kit,clojure,undertow,none,postgres,micro,1275799,512,85053.27,6.69,5.91,89.12,512,56,6.12,10.61,13.89,25.59,84569.76,147.35,463,0,0,0,848,40,3,3,920,973,0,0,1775.4570504122744,Very High
jlhttp-postgres,java,jlhttp,none,postgres,platform,172019,16,11467.93,1.4,0.30577,13.81,16,16,1.4,1.5,1.6,1.78,11392.67,15.07,79,0,0,0,133,42,3,2,138,191,0,0,1507.9460880999343,Very Low
jlhttp-postgres,java,jlhttp,none,postgres,platform,347470,32,23164.67,1.39,0.481,17.61,32,32,1.38,1.51,1.65,1.93,23010.34,30.44,79,0,0,0,133,42,3,2,138,191,0,0,2438.3863157894734,Low
jlhttp-postgres,java,jlhttp,none,postgres,platform,673875,64,44925,1.29,0.81665,31.66,64,56,1.23,1.41,1.59,2.28,44625.52,59.03,79,0,0,0,133,42,3,2,138,191,0,0,2726.8588770864944,Medium Low
jlhttp-postgres,java,jlhttp,none,postgres,platform,2203360,128,146890.67,1.12,2.65,201.53,128,56,0.619,1.01,1.97,9.35,145913.96,193.01,79,0,0,0,133,42,3,2,138,191,0,0,1449.6981988650384,Medium
jlhttp-postgres,java,jlhttp,none,postgres,platform,3475664,256,231710.93,1.73,4.83,210.2,256,56,0.514,1.83,3.32,20.5,230177.98,304.47,79,0,0,0,133,42,3,2,138,191,0,0,2186.674184872363,High
jlhttp-postgres,java,jlhttp,none,postgres,platform,3721708,512,232606.75,3.6,4.84,63.35,512,56,0.96,5.68,9.25,24.24,246466.48,326.01,79,0,0,0,133,42,3,2,138,191,0,0,6948.67064973861,Very High
appmpower-odbc-pg,c#,.net,kestrel,postgres,platform,151220,16,10081.33,1.58,0.28449,7.15,16,16,1.58,1.72,1.86,2.23,10014.87,13.17,259,0,0,0,615,93,3,1,687,791,0,0,2309.58304696449,Very Low
appmpower-odbc-pg,c#,.net,kestrel,postgres,platform,309065,32,20604.33,1.56,0.42119999999999996,11.32,32,32,1.52,1.71,1.89,3.32,20467.58,26.92,259,0,0,0,615,93,3,1,687,791,0,0,3199.430124223603,Low
appmpower-odbc-pg,c#,.net,kestrel,postgres,platform,592445,64,39496.33,1.44,0.52875,7.48,64,56,1.36,1.6,1.85,4.04,39232.24,51.6,259,0,0,0,615,93,3,1,687,791,0,0,8855.679372197308,Medium Low
appmpower-odbc-pg,c#,.net,kestrel,postgres,platform,1711078,128,106942.38,1.03,0.67291,10.73,128,56,0.88,1.24,1.75,3.79,113316.84,149.03,259,0,0,0,615,93,3,1,687,791,0,0,18187.479591836734,Medium
appmpower-odbc-pg,c#,.net,kestrel,postgres,platform,3260557,256,217370.47,1.15,0.93,13,256,56,0.825,1.31,2.43,4.48,216105.47,284.2,259,0,0,0,615,93,3,1,687,791,0,0,30723.741342756188,High
appmpower-odbc-pg,c#,.net,kestrel,postgres,platform,3683140,512,245542.67,2.21,1.51,14.95,512,56,1.73,2.76,4.62,6.79,243916.98,320.78,259,0,0,0,615,93,3,1,687,791,0,0,28618.026806526814,Very High
rails-iodine,ruby,rack,iodine,postgres,fullstack,127967,16,8531.13,1.87,0.4243,7.83,16,16,1.81,2.01,2.35,3.43,8524.45,14.09,154,0,0,0,848,135,3,18,921,1083,0,0,1758.9958762886597,Very Low
rails-iodine,ruby,rack,iodine,postgres,fullstack,238669,32,15911.27,2.02,0.56208,10.05,32,32,1.89,2.16,2.67,4.09,15805.09,26.12,154,0,0,0,848,135,3,18,921,1083,0,0,2636.4987572493787,Low
rails-iodine,ruby,rack,iodine,postgres,fullstack,411286,64,27419.07,2.05,0.67449,8.73,64,56,1.91,2.27,2.84,4.59,27236.67,45.01,154,0,0,0,848,135,3,18,921,1083,0,0,5087.0259740259735,Medium Low
rails-iodine,ruby,rack,iodine,postgres,fullstack,686741,128,45782.73,2.48,1.15,10.95,128,56,2.08,2.82,4.09,6.47,45475.24,75.16,154,0,0,0,848,135,3,18,921,1083,0,0,6817.979151154133,Medium
rails-iodine,ruby,rack,iodine,postgres,fullstack,745042,256,49669.47,4.53,1.69,12.23,256,56,4.36,5.8,6.86,8.44,49383.4,81.62,154,0,0,0,848,135,3,18,921,1083,0,0,5927.144391408114,High
rails-iodine,ruby,rack,iodine,postgres,fullstack,747221,512,49814.73,10.17,2.6,24.26,512,56,10.12,11.76,13.46,17.24,49514.11,81.83,154,0,0,0,848,135,3,18,921,1083,0,0,2893.6816729596285,Very High
userver,c++,none,none,postgres,fullstack,207463,16,13830.87,1.15,0.16459000000000001,2,16,16,1.14,1.26,1.37,1.55,13739.1,18.03,264,0,0,0,848,134,3,1,917,1061,0,0,8781.504761904762,Very Low
userver,c++,none,none,postgres,fullstack,474080,32,31605.33,1.01,0.1749,2.34,32,32,1,1.12,1.24,1.46,31394.29,41.2,264,0,0,0,848,134,3,1,917,1061,0,0,18868.853731343286,Low
userver,c++,none,none,postgres,fullstack,1096326,64,73088.4,0.763,0.1965,2.26,64,56,0.764,0.89,1.01,1.26,72604.24,95.28,264,0,0,0,848,134,3,1,917,1061,0,0,48354.879259014226,Medium Low
userver,c++,none,none,postgres,fullstack,2324457,128,145278.56,0.7192200000000001,0.28142,3.84,128,56,0.678,0.88,1.07,1.63,153935.77,202,264,0,0,0,848,134,3,1,917,1061,0,0,63729.56777694431,Medium
userver,c++,none,none,postgres,fullstack,2518067,256,167871.13,1.33,0.41435,3.71,256,56,1.31,1.62,1.89,2.32,166765.1,218.84,264,0,0,0,848,134,3,1,917,1061,0,0,66615.52777777778,High
userver,c++,none,none,postgres,fullstack,9411269,512,627417.93,0.86,0.5392,9.62,512,56,0.728,0.94,1.37,3.24,623275.44,817.9,264,0,0,0,848,134,3,1,917,1061,0,0,119736.24618320611,Very High
crystal-radix,crystal,none,none,postgres,platform,211725,16,13232.81,1.13,0.20668999999999998,3.03,16,16,1.11,1.24,1.38,1.74,14022.81,22.2,1639,0,0,0,732,50,3,2,785,847,0,0,6361.927884615384,Very Low
crystal-radix,crystal,none,none,postgres,platform,500714,32,33380.93,0.96,0.22083000000000003,3.02,32,32,0.94,1.1,1.24,1.52,33158.22,52.49,1639,0,0,0,732,50,3,2,785,847,0,0,16774.336683417085,Low
crystal-radix,crystal,none,none,postgres,platform,1276913,64,85127.53,0.65525,0.2226,2.97,64,56,0.615,0.802,0.95,1.27,84563.52,133.87,1639,0,0,0,732,50,3,2,785,847,0,0,46963.67422936349,Medium Low
crystal-radix,crystal,none,none,postgres,platform,3167815,128,211187.67,0.52916,0.21028,3.56,128,56,0.469,0.651,0.812,1.19,209793.05,332.12,1639,0,0,0,732,50,3,2,785,847,0,0,103291.4681743928,Medium
crystal-radix,crystal,none,none,postgres,platform,4984487,256,332299.13,0.67675,0.29827,3.5,256,56,0.63,0.835,1.07,1.61,330110.78,522.6,1639,0,0,0,732,50,3,2,785,847,0,0,159118.51559226672,High
crystal-radix,crystal,none,none,postgres,platform,6448345,512,429889.67,1.18,0.3978,7.99,512,56,1.12,1.37,1.7,2.45,427063.25,676.08,1639,0,0,0,732,50,3,2,785,847,0,0,93760.01526717556,Very High
lithium-postgres,c++,none,none,postgres,micro,301250,16,20083.33,0.79438,0.16304,1.58,16,16,0.803,0.9,0.99,1.16,19950.27,25.69,407,0,0,0,616,114,3,52,679,855,0,0,16916.694042234187,Very Low
lithium-postgres,c++,none,none,postgres,micro,627086,32,41805.73,0.73839,0.17787999999999998,2.26,32,32,0.747,0.85,0.96,1.15,41529.71,53.47,407,0,0,0,616,114,3,52,679,855,0,0,27885.451859164423,Low
lithium-postgres,c++,none,none,postgres,micro,1030859,64,68723.93,0.66572,0.19269999999999998,1.88,64,56,0.666,0.801,0.91,1.13,68267.13,87.89,407,0,0,0,616,114,3,52,679,855,0,0,53991.74300394386,Medium Low
lithium-postgres,c++,none,none,postgres,micro,6902021,128,460134.73,0.2305,0.13674,3.91,128,56,0.178,0.281,0.41,0.763,457106.68,588.51,407,0,0,0,616,114,3,52,679,855,0,0,222260.4661272793,Medium
lithium-postgres,c++,none,none,postgres,micro,13419353,256,838709.56,0.24816999999999997,0.08220000000000001,11.83,256,56,0.237,0.287,0.344,0.466,888713.65,1146.88,407,0,0,0,616,114,3,52,679,855,0,0,138880.23765189594,High
lithium-postgres,c++,none,none,postgres,micro,16122695,512,1074846.33,7.08,173.07,7960,512,56,0.334,0.413,0.512,1.46,1067764.28,1372.16,407,0,0,7,616,114,3,52,679,855,7,4.3417058996650376e-7,269.82178246819035,Very High
quarkus-hibernate-reactive,java,resteasy reactive,vert.x,postgres,fullstack,162178,16,10811.87,1.47,0.2072,4.95,16,16,1.49,1.6,1.71,1.89,10740.14,14.07,525,0,0,0,732,86,3,3,785,883,0,0,3368.1838006230532,Very Low
quarkus-hibernate-reactive,java,resteasy reactive,vert.x,postgres,fullstack,333101,32,22206.73,1.44,0.23975,4.94,32,32,1.44,1.57,1.7,1.96,22059.39,28.91,525,0,0,0,732,86,3,3,785,883,0,0,6961.357366771159,Low
quarkus-hibernate-reactive,java,resteasy reactive,vert.x,postgres,fullstack,681627,64,45441.8,1.23,0.30911,4.91,64,56,1.22,1.4,1.57,2.02,45136.69,59.14,525,0,0,0,732,86,3,3,785,883,0,0,14801.889250814333,Medium Low
quarkus-hibernate-reactive,java,resteasy reactive,vert.x,postgres,fullstack,2488452,128,155528.25,0.67698,0.34985000000000005,6.17,128,56,0.59,0.88,1.15,1.7,164794.41,215.94,525,0,0,0,732,86,3,3,785,883,0,0,45429.736905905964,Medium
quarkus-hibernate-reactive,java,resteasy reactive,vert.x,postgres,fullstack,5923292,256,394886.13,0.5692,0.24109999999999998,9.9,256,56,0.511,0.662,0.87,1.38,392270.16,514.01,525,0,0,0,732,86,3,3,785,883,0,0,75437.68960379016,High
quarkus-hibernate-reactive,java,resteasy reactive,vert.x,postgres,fullstack,4976468,512,331764.53,1.65,1.16,23.53,512,56,1.32,1.93,2.94,6.33,329580.19,431.86,525,0,0,0,732,86,3,3,785,883,0,0,26351.43208895949,Very High
elysia-smol-postgres,typescript,bun,none,postgres,micro,192582,16,12838.8,1.37,0.94,11.64,16,16,1.08,1.4,2.61,5.04,12833.95,16.66,71,0,0,0,382,8,3,1,424,444,0,0,1973.6817832436586,Very Low
elysia-smol-postgres,typescript,bun,none,postgres,micro,425411,32,28360.73,1.21,0.77588,11.07,32,32,1,1.34,2.06,4.43,28172.2,36.57,71,0,0,0,382,8,3,1,424,444,0,0,4619.011400651466,Low
elysia-smol-postgres,typescript,bun,none,postgres,micro,879785,64,58652.33,1.01,0.67032,9.41,64,56,0.832,1.2,1.8,3.68,58262.16,75.62,71,0,0,0,382,8,3,1,424,444,0,0,11257.644913627639,Medium Low
elysia-smol-postgres,typescript,bun,none,postgres,micro,1960760,128,130717.33,1.05,1.09,20.15,128,56,0.673,1.09,2.28,5.52,129851,168.54,71,0,0,0,382,8,3,1,424,444,0,0,12331.823584905662,Medium
elysia-smol-postgres,typescript,bun,none,postgres,micro,1794770,256,119651.33,2.39,2.53,35.52,256,56,1.39,2.86,5.91,11.23,118862.49,154.28,71,0,0,0,382,8,3,1,424,444,0,0,6312.388815615932,High
elysia-smol-postgres,typescript,bun,none,postgres,micro,1421839,512,88864.94,6.23,5.68,78.5,512,56,4.47,8.48,13.26,28.51,94169.79,122.23,71,0,0,0,382,8,3,1,424,444,0,0,2097.6027381092886,Very High
rack-sequel-postgres,ruby,rack,puma,postgres,micro,153650,16,10243.33,1.56,0.27444,4.69,16,16,1.55,1.71,1.85,2.34,10175.07,14.41,12995,0,0,0,499,33,3,1,545,588,0,0,3277.8656,Very Low
rack-sequel-postgres,ruby,rack,puma,postgres,micro,332379,32,22158.6,1.44,0.30624,5.26,32,32,1.42,1.61,1.79,2.32,22012.12,31.17,12995,0,0,0,499,33,3,1,545,588,0,0,6614.507462686567,Low
rack-sequel-postgres,ruby,rack,puma,postgres,micro,924872,64,61658.13,0.91,0.2559,3.77,64,56,0.89,1.04,1.21,1.67,61249.23,86.74,12995,0,0,0,499,33,3,1,545,588,0,0,26349.628205128207,Medium Low
rack-sequel-postgres,ruby,rack,puma,postgres,micro,2036711,128,135780.73,0.82792,0.30629,4.5,128,56,0.789,0.97,1.18,2.06,134882.43,191.02,12995,0,0,0,499,33,3,1,545,588,0,0,50969.50780041742,Medium
rack-sequel-postgres,ruby,rack,puma,postgres,micro,2224876,256,148325.07,1.52,0.6781,10.76,256,56,1.37,1.84,2.42,3.78,147340.9,208.67,12995,0,0,0,499,33,3,1,545,588,0,0,24157.177524429968,High
rack-sequel-postgres,ruby,rack,puma,postgres,micro,1996118,512,133074.53,7.71,9.28,46.07,512,56,2.09,13.66,24.91,30.54,132196.15,187.4,12995,0,0,0,499,33,3,1,545,588,0,0,4948.848270732614,Very High
roda-sequel,ruby,rack,puma,mysql,micro,142004,16,9466.93,1.69,0.29928,6.61,16,16,1.67,1.82,1.97,2.52,9404.57,13.32,10907,0,0,0,732,28,13,1,787,837,0,0,2281.1879518072287,Very Low
roda-sequel,ruby,rack,puma,mysql,micro,296824,32,19788.27,1.62,0.36401,7.05,32,32,1.59,1.79,1.99,2.71,19771.91,28,10907,0,0,0,732,28,13,1,787,837,0,0,4564.768166089965,Low
roda-sequel,ruby,rack,puma,mysql,micro,806888,64,50430.5,1.04,0.299,4.11,64,56,1.01,1.18,1.36,1.99,53432.95,75.67,10907,0,0,0,732,28,13,1,787,837,0,0,19584.660194174758,Medium Low
roda-sequel,ruby,rack,puma,mysql,micro,1672040,128,111469.33,1.02,0.40889,5.64,128,56,0.95,1.16,1.41,3,110728.08,156.81,10907,0,0,0,732,28,13,1,787,837,0,0,33474.27327327328,Medium
roda-sequel,ruby,rack,puma,mysql,micro,1795437,256,119695.8,1.9,0.9,10.44,256,56,1.68,2.27,3.04,5.07,118903.86,168.39,10907,0,0,0,732,28,13,1,787,837,0,0,19399.643435980553,High
roda-sequel,ruby,rack,puma,mysql,micro,1592773,512,106184.87,8.84,10.3,42.5,512,56,2.69,14.43,27.55,33.96,105557.13,149.66,10907,0,0,0,732,28,13,1,787,837,0,0,4136.535644721464,Very High
kumbiaphp-workerman-mysql,php,workerman,none,mysql,fullstack,147733,16,9848.87,1.62,0.17168,4.43,16,16,1.63,1.73,1.82,1.99,9783.68,12.85,15,0,0,0,499,212,13,0,546,779,0,0,3255.82479338843,Very Low
kumbiaphp-workerman-mysql,php,workerman,none,mysql,fullstack,307153,32,19197.06,1.56,0.21447999999999998,7.73,32,32,1.57,1.69,1.81,2.03,20341.63,26.71,15,0,0,0,499,212,13,0,546,779,0,0,4132.843918191605,Low
kumbiaphp-workerman-mysql,php,workerman,none,mysql,fullstack,575458,64,38363.87,1.46,0.32827,16.03,64,56,1.45,1.64,1.85,2.3,38108.57,50.04,15,0,0,0,499,212,13,0,546,779,0,0,4386.949113779302,Medium Low
kumbiaphp-workerman-mysql,php,workerman,none,mysql,fullstack,2310619,128,154041.27,0.7333200000000001,0.40037,20.38,128,56,0.656,0.94,1.22,1.91,153020.17,200.95,15,0,0,0,499,212,13,0,546,779,0,0,14591.856704677424,Medium
kumbiaphp-workerman-mysql,php,workerman,none,mysql,fullstack,4857321,256,323821.4,0.69784,0.3394,11.33,256,56,0.604,0.86,1.12,1.88,321669.56,422.42,15,0,0,0,499,212,13,0,546,779,0,0,53845.31220900843,High
kumbiaphp-workerman-mysql,php,workerman,none,mysql,fullstack,4586410,512,305760.67,1.74,1.14,21.59,512,56,1.44,2.29,3.26,5.57,303747.03,398.88,15,0,0,0,499,212,13,0,546,779,0,0,26211.80197171024,Very High
mixphp-workerman-mysql,php,workerman,none,mysql,fullstack,146026,16,9735.07,1.64,0.18142,2.32,16,16,1.65,1.76,1.85,2.02,9670.91,12.93,15,0,0,0,499,141,12,0,546,707,0,0,4916.70202020202,Very Low
mixphp-workerman-mysql,php,workerman,none,mysql,fullstack,298882,32,18680.12,1.6,0.25411,3.14,32,32,1.6,1.75,1.9,2.29,19793.29,26.46,15,0,0,0,499,141,12,0,546,707,0,0,7881.90717299578,Low
mixphp-workerman-mysql,php,workerman,none,mysql,fullstack,527083,64,35138.87,1.59,0.35823,3.41,64,56,1.56,1.8,2.07,2.55,34903.25,46.67,15,0,0,0,499,141,12,0,546,707,0,0,14055.548,Medium Low
mixphp-workerman-mysql,php,workerman,none,mysql,fullstack,1789713,128,119314.2,0.94,0.40536,4.81,128,56,0.89,1.15,1.44,2.24,118522.86,158.47,15,0,0,0,499,141,12,0,546,707,0,0,41500.59130434783,Medium
mixphp-workerman-mysql,php,workerman,none,mysql,fullstack,4799174,256,319944.93,0.71358,0.38139,9.79,256,56,0.616,0.85,1.18,2.12,317834.41,424.96,15,0,0,0,499,141,12,0,546,707,0,0,60921.12022757955,High
mixphp-workerman-mysql,php,workerman,none,mysql,fullstack,4584394,512,305626.27,1.78,1.28,18.56,512,56,1.43,2.33,3.41,6.26,303611.02,405.94,15,0,0,0,499,141,12,0,546,707,0,0,30051.747295968544,Very High
ffead-cpp-postgresql-raw-profiled,c++,none,ffead-cpp,postgres,fullstack,186040,16,12402.67,1.28,0.21143,5.3,16,16,1.29,1.42,1.54,1.77,12321.19,16.3,71,0,0,0,382,1,3,7,423,441,0,0,3769.808510638298,Very Low
ffead-cpp-postgresql-raw-profiled,c++,none,ffead-cpp,postgres,fullstack,348271,32,23218.07,1.38,0.49075,4.76,32,32,1.27,1.58,2.12,2.84,23063.54,30.51,71,0,0,0,382,1,3,7,423,441,0,0,7562.889250814333,Low
ffead-cpp-postgresql-raw-profiled,c++,none,ffead-cpp,postgres,fullstack,613592,64,40906.13,1.37,0.64763,4.58,64,56,1.18,1.59,2.44,3.34,40632.9,53.75,71,0,0,0,382,1,3,7,423,441,0,0,13749.959663865546,Medium Low
ffead-cpp-postgresql-raw-profiled,c++,none,ffead-cpp,postgres,fullstack,1288907,128,85927.13,1.37,0.92,7.39,128,56,1.08,1.74,2.61,4.73,85352,112.9,71,0,0,0,382,1,3,7,423,441,0,0,19618.066210045665,Medium
ffead-cpp-postgresql-raw-profiled,c++,none,ffead-cpp,postgres,fullstack,4469449,256,297963.27,0.8341000000000001,0.6821200000000001,11.88,256,56,0.612,1.04,1.7,3.43,295986.41,391.52,71,0,0,0,382,1,3,7,423,441,0,0,46871.311378705526,High
ffead-cpp-postgresql-raw-profiled,c++,none,ffead-cpp,postgres,fullstack,6901952,512,431372,1.14,0.65098,8.83,512,56,1.03,1.41,1.81,3.63,457095.23,604.62,71,0,0,0,382,1,3,7,423,441,0,0,86534.00200601805,Very High
micronaut-jdbc,java,netty,netty,postgres,micro,168077,16,11205.13,1.42,0.20027,4.55,16,16,1.43,1.55,1.65,1.83,11131.41,15.01,527,0,0,0,499,85,3,2,544,641,0,0,3753.8123953098825,Very Low
micronaut-jdbc,java,netty,netty,postgres,micro,347829,32,23188.6,1.37,0.23409,5.43,32,32,1.38,1.51,1.64,1.88,23034.94,31.06,527,0,0,0,499,85,3,2,544,641,0,0,6820.176470588235,Low
micronaut-jdbc,java,netty,netty,postgres,micro,715282,64,47685.47,1.18,0.3105,6.29,64,56,1.16,1.34,1.5,1.9,47366.93,63.87,527,0,0,0,499,85,3,2,544,641,0,0,12767.194109772423,Medium Low
micronaut-jdbc,java,netty,netty,postgres,micro,3551804,128,221987.75,0.48558999999999997,0.30687000000000003,6.54,128,56,0.422,0.619,0.88,1.48,235209.98,317.18,527,0,0,0,499,85,3,2,544,641,0,0,63194.052029793944,Medium
micronaut-jdbc,java,netty,netty,postgres,micro,8247007,256,549800.47,0.41187,0.17305,3.37,256,56,0.371,0.461,0.602,1.08,546165.15,736.5,527,0,0,0,499,85,3,2,544,641,0,0,290755.8800276054,High
micronaut-jdbc,java,netty,netty,postgres,micro,8497245,512,566483,0.91,0.45068,6.06,512,56,0.791,1.13,1.49,2.46,562753,758.87,527,0,0,0,499,85,3,2,544,641,0,0,162548.92395982784,Very High
cppcms-postgres,c++,none,none,postgres,platform,165264,16,11017.6,1.72,1.63,15.34,16,16,1.35,1.54,1.8,10.6,10944.93,14.92,10003,0,0,0,383,413,3,0,408,830,0,0,1291.6295427901525,Very Low
cppcms-postgres,c++,none,none,postgres,platform,236184,32,15745.6,2.45,2.22,21.48,32,32,1.79,2.17,3.77,12.38,15641.41,21.32,10003,0,0,0,383,413,3,0,408,830,0,0,1315.9715837860426,Low
cppcms-postgres,c++,none,none,postgres,platform,242904,64,16193.6,3.65,2.02,26.27,64,56,3.16,3.56,4.6,13.78,16085.84,21.92,10003,0,0,0,383,413,3,0,408,830,0,0,1082.4598930481284,Medium Low
cppcms-postgres,c++,none,none,postgres,platform,246163,128,16410.87,6.88,1.9,29.18,128,56,6.41,7.05,8.21,16.74,16301.98,22.22,10003,0,0,0,383,413,3,0,408,830,0,0,910.1980033277869,Medium
cppcms-postgres,c++,none,none,postgres,platform,244233,256,15264.56,13.84,2.06,44.83,256,56,13.35,14.43,15.28,24.43,16180.44,22.05,10003,0,0,0,383,413,3,0,408,830,0,0,520.3531617521732,High
cppcms-postgres,c++,none,none,postgres,platform,244834,512,16322.27,31.04,2.29,53.01,512,56,30.89,31.73,32.63,41.19,16221.97,22.11,10003,0,0,0,383,413,3,0,408,830,0,0,388.39428911362285,Very High
kami,go,none,none,mysql,micro,150805,16,10053.67,1.59,0.34675,7.27,16,16,1.55,1.71,1.88,3.16,10047.85,13.8,15,0,0,0,732,3,13,8,786,818,0,0,2269.451467268623,Very Low
kami,go,none,none,mysql,micro,307435,32,20495.67,1.58,0.5236900000000001,8.29,32,32,1.49,1.68,1.93,3.86,20358.84,27.96,15,0,0,0,732,3,13,8,786,818,0,0,4153.12462006079,Low
kami,go,none,none,mysql,micro,615515,64,41034.33,1.39,0.68396,8.15,64,56,1.22,1.52,2.31,3.91,40759.35,55.97,15,0,0,0,732,3,13,8,786,818,0,0,8602.584905660377,Medium Low
kami,go,none,none,mysql,micro,1692523,128,112834.87,1.03,0.6213099999999999,10.2,128,56,0.86,1.23,1.78,3.31,112082.96,153.92,15,0,0,0,732,3,13,8,786,818,0,0,20095.257346393588,Medium
kami,go,none,none,mysql,micro,2541417,256,169427.8,1.47,1.26,22.62,256,56,0.98,1.92,3.02,6.29,168488.41,231.38,15,0,0,0,732,3,13,8,786,818,0,0,14066.234952262346,High
kami,go,none,none,mysql,micro,2543329,512,169555.27,4.45,5.39,69.44,512,56,2.18,5.62,11.59,24.8,168434,231.31,15,0,0,0,732,3,13,8,786,818,0,0,4589.396941399377,Very High
microdot,python,none,uvicorn,postgres,micro,84703,16,5646.87,2.83,0.54404,24.15,16,16,2.79,3.11,3.41,4.07,5641.95,7.74,295,0,0,0,848,42,3,1,924,976,0,0,418.59673832468496,Very Low
microdot,python,none,uvicorn,postgres,micro,153742,32,10249.47,3.13,0.88,33.22,32,32,2.98,3.45,4.09,5.34,10181.29,13.97,295,0,0,0,848,42,3,1,924,976,0,0,563.9323246217331,Low
microdot,python,none,uvicorn,postgres,micro,235866,64,15724.4,3.59,1.31,39.08,64,56,3.32,4.15,4.99,6.59,15618.67,21.43,295,0,0,0,848,42,3,1,924,976,0,0,737.0236700257793,Medium Low
microdot,python,none,uvicorn,postgres,micro,431453,128,28763.53,3.93,1.48,47.49,128,56,3.65,4.51,5.38,6.99,28570.2,39.21,295,0,0,0,848,42,3,1,924,976,0,0,1118.768183586153,Medium
microdot,python,none,uvicorn,postgres,micro,502113,256,33474.2,6.81,2.45,57.08,256,56,6.62,7.7,8.62,10.44,33270.49,45.66,295,0,0,0,848,42,3,1,924,976,0,0,1047.8697761778055,High
microdot,python,none,uvicorn,postgres,micro,494727,512,32981.8,15.81,6.6,213.96,512,56,15.1,16.42,17.38,47.5,32772.67,44.98,295,0,0,0,848,42,3,1,924,976,0,0,287.085346215781,Very High
ripple,php,ripple,none,mysql,fullstack,101665,16,6777.67,2.38,0.8116,7.77,16,16,2.22,2.57,3.22,5.89,6771.27,13.3,13,0,0,0,732,115,11,0,790,923,0,0,1335.5014778325126,Very Low
ripple,php,ripple,none,mysql,fullstack,240553,32,16036.87,2,0.61498,6.61,32,32,1.92,2.26,2.7,4.34,15930.8,31.28,13,0,0,0,732,115,11,0,790,923,0,0,3725.173054587689,Low
ripple,php,ripple,none,mysql,fullstack,596103,64,37256.44,1.42,0.58657,7.6,64,56,1.29,1.69,2.14,3.56,39475.86,77.52,13,0,0,0,732,115,11,0,790,923,0,0,8260.851441241686,Medium Low
ripple,php,ripple,none,mysql,fullstack,2141436,128,142762.4,0.7954600000000001,0.37781,6.8,128,56,0.724,0.93,1.22,2.22,141820.31,278.48,13,0,0,0,732,115,11,0,790,923,0,0,37591.50861172332,Medium
ripple,php,ripple,none,mysql,fullstack,2852517,256,190167.8,1.18,0.48739,5.39,256,56,1.09,1.44,1.85,2.69,188908.29,370.94,13,0,0,0,732,115,11,0,790,923,0,0,57889.74124809741,High
ripple,php,ripple,none,mysql,fullstack,2900777,512,193385.13,2.63,1.55,210.53,512,56,2.32,2.86,4.12,5.64,192107.66,377.23,13,0,0,0,732,115,11,0,790,923,0,0,1814.4598423719272,Very High
rack-sequel,ruby,rack,puma,mysql,micro,144707,16,9647.13,1.65,0.28943,5.67,16,16,1.65,1.79,1.93,2.52,9582.73,13.57,13064,0,0,0,499,29,11,1,547,595,0,0,2635.8278688524592,Very Low
rack-sequel,ruby,rack,puma,mysql,micro,320073,32,21338.2,1.5,0.31533,5.82,32,32,1.47,1.66,1.84,2.42,21196.89,30.02,13064,0,0,0,499,29,11,1,547,595,0,0,5830.109289617486,Low
rack-sequel,ruby,rack,puma,mysql,micro,866290,64,57752.67,0.97,0.28486,4.88,64,56,0.94,1.11,1.29,1.86,57370.61,81.25,13064,0,0,0,499,29,11,1,547,595,0,0,19744.502564102564,Medium Low
rack-sequel,ruby,rack,puma,mysql,micro,1942590,128,129506,0.87,0.3546,6.59,128,56,0.823,1.03,1.26,2.36,128649.2,182.19,13064,0,0,0,499,29,11,1,547,595,0,0,34720.107238605895,Medium
rack-sequel,ruby,rack,puma,mysql,micro,2036206,256,135747.07,1.67,0.8429099999999999,10.1,256,56,1.47,2.09,2.82,4.42,134854.36,190.98,13064,0,0,0,499,29,11,1,547,595,0,0,23066.62192013594,High
rack-sequel,ruby,rack,puma,mysql,micro,1854876,512,115929.75,7.98,9.51,37.44,512,56,2.36,13.66,25.6,31.46,122983.21,174.35,13064,0,0,0,499,29,11,1,547,595,0,0,5104.788639365918,Very High
elysia-postgres,typescript,bun,none,postgres,micro,173907,16,11593.8,1.51,1.02,10.97,16,16,1.19,1.58,2.71,5.58,11516.9,14.95,71,0,0,0,382,3,3,1,424,439,0,0,1857.980769230769,Very Low
elysia-postgres,typescript,bun,none,postgres,micro,414165,32,27611,1.22,1.23,95.9,32,32,1.04,1.37,1.92,3.83,27426.73,35.6,71,0,0,0,382,3,3,1,424,439,0,0,568.5955518945634,Low
